name,location,location_updated,review_title,review_content,date,date_updated,helpful_vote,vote_count,products_used,consumer_tips,overall_rating,service_rating,value_rating,shipping_rating,returns_rating,quality_rating
Cara S.,New Jersey 16 reviews 55 helpful votes,New Jersey ,This site has awesome athletic wear and shoes,,May 9 2013,9/5/2013,Helpful (2),2,,,5,0,0,0,0,0
Lana B.,8 reviews 1 helpful vote,#VALUE!,Satisfied customer!,,November 22 2018,22/11/2018,Helpful (0),0,,,4,0,0,0,0,0
Алексей Т.,RU 1 review 3 helpful votes,RU,Great running shoes,"Excellent running shoes, I always take only this company. I like the ease of running and the high durability of Nike. Puma are also good, but I am loyal to Nike.",June 20 2023,20/6/2023,Helpful (3),3,,,5,5,4,5,5,5
Charles S.,Canada 1 review 7 helpful votes,Canada,No Black Friday sales for Canadians,No Black Friday sales for Canada. Canadians lives matter. I talked to customer support and they said they have no idea why Canada is not on the list for Black Friday sales.,November 24 2023,24/11/2023,Helpful (0),0,,,1,1,1,1,1,1
Tomas F.,Finland 4 reviews 1 helpful vote,Finland,I recommend,"I recommend, I constantly buy and upgrade at nike, I am satisfied with the quality Beautiful store with fair prices. The staff is always friendly and attentive.",June 1 2022,1/6/2022,Helpful (0),0,,,4,0,0,0,0,0
Mariz K.,Netherlands 1 review 0 helpful votes,Netherlands,Bad refund services,,August 15 2019,15/8/2019,Helpful (0),0,,,1,0,0,0,0,0
Mike D.,Ohio 1 review 1 helpful vote,Ohio,MY BROTHER DIED FOR THIS COUNTRY,,September 5 2018,5/9/2018,Helpful (1),1,,,1,0,0,0,0,0
Julie S.,Michigan 1 review 0 helpful votes,Michigan,If Nike is an American multinational corporation…,"If Nike is an American multinational corporation that is engaged in the design, development, manufacturing, and worldwide marketing and sales of footwear, then why are there literally four pairs of shoes that are sold in mens wide? It's frustrating and disappointing that this multi-billion dollar company doesn't understand that everyone's foot is not a M. My options are black mesh with a white swoosh, or black mesh with a black swoosh. My conversation with customer support was a waste of time. For my frustration, they gave me 10% off. I literally just told them I cannot find shoes, but here's 10% off, SMH. I am beyond frustrated with Nike. Corporation that is engaged in the design, development, manufacturing, and worldwide marketing and sales of footwear, then why are there literally four pairs of shoes that are sold in mens wide? It's frustrating and disappointing that this multi-billion dollar company doesn't understand that everyone's foot is not a M. My options are black mesh with a white swoosh, or black mesh with a black swoosh. My conversation with customer support was a waste of time. For my frustration, they gave me 10% off. I literally just told them I cannot find shoes, but here's 10% off, SMH. I am beyond frustrated with Nike.",April 17 2022,17/4/2022,Helpful (0),0,,,1,0,0,0,0,0
Kerry C.,Ukraine 2 reviews 0 helpful votes,Ukraine,Good for its money,I loved that brand for a long time. I had a lot of clothes and trainers of this brand. Now I buy different sport brand clothes. What I can say is the trainers are good of this brand.,May 23 2021,23/5/2021,Helpful (0),0,,,5,0,0,0,0,0
Natalija S.,Canada 1 review 0 helpful votes,Canada,Unsatisfactory order experience,"I ordered a pair of shoes with Nike.com and the experience has been really 'meh'.  1. The order tracking was unreliable: information on the order page was not updated, the email notification \order shipped\"" was sent after the order was delivered and I did not receive \""delivered order\"" notification in time to ensure I could pick up the package so it wouldn't be stolen. 2. The support team was not able to provide more details on the order than the non-fuctional order page; I would not blame this on a support specialist as I think they might not have the needed information. However overall it was a disappointing experience. 3. Support chat is bugged: I was in the middle of the chat with a customer support specialist; they told me something like \""please wait a minute I'll get back to you\"" and the chat was closed due to me being inactive. 4. Shipping is very slow - I was expected much speedier delivery from Nike; in the future I'd prefer to order from a reseller instead or choose another brand.""",November 22 2022,22/11/2022,Helpful (0),0,,,2,0,0,0,0,0
John D.,GB 1 review 0 helpful votes,GB,Best,"One of my favorite brands. It's always comfort and stylish. A few weeks ago I bought 2 pairs of sneakers Air Jordan 1 Hi FlyEase and Nike Metcon 7. Both pairs a great, I'm happy.",December 2 2021,2/12/2021,Helpful (0),0,,,5,5,5,5,5,5
Melodee M.,Oregon 1 review 0 helpful votes,Oregon,Kappernick ad,,September 4 2018,4/9/2018,Helpful (0),0,,,1,0,0,0,0,0
,California 1 review 0 helpful votes,California,Annoyed,"One of my pet peeves is when you order something online to make your life easier and you end up on the phone with them on and off for 2-3 weeks holding everybody's hand and trying to get them to do their job correctly. I ordered a pair of shoes from Nike. I got the item I ordered, but with someone else's receipt in the box. I had to call customer service to get my correct receipt and shipping label e-mailed to me so that I could return the shoes. The shipping label with the incorrect information they already sent me was pre-paid. The correct one they sent me was not, so I ended up paying $17 to ship the shoes back to Nike. They did not send me a confirmation that they received them or that a return was being processed, so I had to call them again. I asked if I could be reimbursed because I had to pay to return the shoes because of a mistake they had made. They said they would give me a discount on the next pair of shoes I ordered...even though I am obviously not eager to repeat this experience. It's not so much the amount of money, it's the principle. They made a mistake, then made ANOTHER mistake on top of it, and because I didn't have time to make yet another phone call to them asking them to send me the correct label, I had to pay for it and they are not willing to meet me halfway.",January 27 2019,27/1/2019,Helpful (0),0,,,2,0,0,0,0,0
Susan H.,Georgia 1 review 0 helpful votes,Georgia,I am only giving them a one star because there isn't a way to give them zero stars.,"HORRIBLE HORRIBLE HORRIBLE CUSTOMER SERVICE. Literally tried for 12 hours to order an egift card for my son's birthday. Tried THREE TIMES to order online, with no success. Called there and spoke with FOUR DIFFERENT PEOPLE who STILL could not figure out how to place an order for me! Unbelieveable that this company is still in business.",July 24 2023,24/7/2023,Helpful (0),0,,,1,1,0,1,0,0
Deger O.,Netherlands 1 review 1 helpful vote,Netherlands,Don't buy gift cards from Nike.Com!,"I received a gift card as a birthday gift. I didn't use it for couple of months since the website says it doesn't expire. When I tried to use it in a nike store (after picking items I wanted to buy), the cashier told me that I could only use it online. When I went to the online store, the card gave an error.  I called customer services and after waiting for many minutes to speak to someone, and for that someone to speak to someone else... she told me that the card had expired, but that \I shouldn't worry\"" because they would issue me a new one... which would take 3 - 5 days and she would call me to give me the new card number...  The story is clear and honest. The issue may seem to have been solved. BUT imagine buying a 'gift' for someone and him/her having to go through such a hassle to be able to use that gift?! This is not customer-centred service it is organization-centred service! This was even clearer when the lady said she could only call me (and not email me) because she is a phone-agent. Apparently phone agents and email agents are different people sitting in different departments and the organisational system does not allow them to communicate with each other. Unbelievable! Awful awful experience. I am never stepping into a nike store again.""",October 11 2019,11/10/2019,Helpful (1),1,,,1,0,0,0,0,0
Aniece F.,Washington 37 reviews 196 helpful votes,Washington ,"Obviously, they're legit because its Nike","Obviously, they're legit because its Nike. Like, that's a huge company. But just because they're legit doesn't mean they're the greatest place to order from. Recently, I ordered a pair of shoes from here and I ordered them at like 6 A. M on August 1st. By noon they sent me an email telling me that my order has been shipped. I was in awe. Like, WHAT? It's only been a few hours! But yep, about a day later I received an email from UPS (I'm enrolled in UPS My Choice, its a great program if UPS ever delivers to your house and if someone is trying to surprise you with a gift and it gets sent to your house. You'll get the email) the email was telling me that my package will arrive on Monday the 5th between 2:45pm and 6:45 pm. Super specific.  I'm thinking, wow this is the best order I've ever gotten. And lo and behold on Monday the 5th at 2:52 pm my package arrived. And it was in a big box and in that box was another box with the shoes in them. I liked it better because no one could tell I had ordered shoes. Oh Nike, you've won my heart. If I ever need Nikes again I'm ordering them rather than going in the store to get them.",August 8 2013,8/8/2013,Helpful (3),3,,,5,0,0,0,0,0
Female A.,Canada 1 review 0 helpful votes,Canada,Female athletes being disrespected,Dylan mulvaney is mocking female athletes and taking the 1% spot light from hard working talented female athletes who give their blood sweat and tears for the sport.,April 10 2023,10/4/2023,Helpful (0),0,,,1,0,0,0,0,0
Jason D.,Honduras 3 reviews 1 helpful vote,Honduras,I use nike since I have like 3 years old.,"I love the nike shoes, not so much the running apparel because adidas has better looking, but when we talk about the runinng shoes... Nike is the best! For me :)",August 4 2023,4/8/2023,Helpful (0),0,Nike running shoes,No,5,0,5,4,0,5
YAROSLAV K.,New York 1 review 0 helpful votes,New York,Thank you for submitting your report to the Federal Trade Commission.,,October 16 2020,16/10/2020,Helpful (0),0,,,1,0,0,0,0,0
Jill M.,California 1 review 0 helpful votes,California,Cost me $30 to return my shoes!,I had to pay shipping of $20 to return shoes. Then they only refunded me 80 of the 90 dollars the shoe cost. $30 to return a pair of shoes is rediculous! I will NEVER order anything Nike again.,February 25 2022,25/2/2022,Helpful (0),0,None. I will never use ANY Nike product again.,Nike charges approx $30 to return shoes. Don't order Nike.,1,1,1,1,1,1
Amanda A.,Wisconsin 1 review 0 helpful votes,Wisconsin,Shoes Mysteriously Disappeared,"I ordered three items when Nike was offering the sitewide discount. Two sweatshirts arrived separately within a couple weeks. The AF1s I ordered for my daughter said they shipped around the same time and a FedEx tracking number was provided. It seemed like shipping was taking a really long time so I checked the tracking and FedEx never received the package. I decided to contact customer service because two weeks had passed since the tracking number was issued. After more than 30 minutes in chat with \Jom\"" whose communication was a mix of auto response and really bad English I was informed that \""FedEx lost the package\"" (funny since they never received it) and did I want a reship or refund. I requested reship and was then told the shoe was out of stock and my only option was a refund. I expressed that my daughter was going to be really disappointed and was told I should shop for the shoes elsewhere!?#@! I asked if the shoes were \""found\"" if they would still be shipped and was told my only option was a refund. I asked for details/documentation of the refund. Chat has timed out twice now and despite being told I would get documentation \""Jom\"" has not provided it. I guess this is the last time I'll be shopping Nike - what a joke and total waste of time. It's now been an hour in the online chat and my issue is yet to be resolved.""",November 20 2022,20/11/2022,Helpful (0),0,,Assume customer service will be completely unhelpful if any issues arise.,1,1,3,1,0,0
harmoney s.,Indiana 1 review 0 helpful votes,Indiana,I LOVE IT,I love Nike it is the best shoe brand I can take my runs and my feet won't hurt this helps my mom get up and ready for her day and me it is stylish with their dunks me and my entire family love it.,September 6 2023,6/9/2023,Helpful (0),0,,,5,0,0,0,0,0
Island G.,Pennsylvania 1 review 1 helpful vote,Pennsylvania,Refurbished shoes. Return address is VIETNAM,"NIKE SHOES ONLINE STORE is a scam. DO NOT buy these cheap, used, refurbished Nike shoes. Bought Air Jordan's from Nike Shoes Online Store. Took weeks to get my shoes. Look used. The return address on package is Sacramento, California. However, the actual RETURN address is VIETNAM. Costs about as much as the shoes to return to Vietnam. SCAM. This is the customer service email of the site: *******@cservicesteam.com.",September 5 2023,5/9/2023,Helpful (1),1,,,1,0,0,0,0,0
Ciara M.,Georgia 1 review 3 helpful votes,Georgia,Will never buy again,"Worth the read, but quite long, but unfortunately that's the experience I've had in the past 48 hours. I would choose 0 stars but that's not an option.  -I've spent over 2 hours collectively on hold during the busy holiday. -I've been sent to a store that \had the shoes on hold for me by a manager named Lincoln.\"" Glad I called the store although I was already halfway there didn't even have the shoes in stock and no manager named Lincoln. Unfortunate the Nike employees weren't even capable of calling a store and directing me there. -I originally ordered these shoes on black Friday looked to exchange them for a different size... got an email after the exchange that they didn't even have the size I wanted in stock and they had refunded me my money. Would have been nice to know they were out of stock when I spoke to customer service the 1st time that they didn't have what I wanted. -And after all of this all they want to offer me is 20% my purchase? That wouldn't even cover the gas I spent going to the wrong location during Christmas traffic.  I have never written a poor review for any company in my life knowing that it wasn't worth it but believe me when I say I will NEVER shop from Nike again with the way they have treated me with inconsistency and incompetence.""",December 22 2017,22/12/2017,Helpful (3),3,,,1,0,0,0,0,0
Mark O.,Illinois 2 reviews 0 helpful votes,Illinois,Good store and fast shipping,,November 25 2020,25/11/2020,Helpful (0),0,,,5,0,0,0,0,0
Yusef O.,Tennessee 1 review 4 helpful votes,Tennessee,LAKEISHA WARE DOES VOODOO SHE IS A WITCH,I know a female name LAKEISHA WARE IN Memphis who says she charges 60$ to get in Nike an brags on doing Hindu voodoo! She has missing teeth an is very $#*! type! She brags on selling y'all shoes to men in Memphis under price too an she also smokes weed an on percs,January 3 2024,3/1/2024,Helpful (4),4,None im reporting a worker,,1,1,1,1,1,1
Alex F.,GB 3 reviews 7 helpful votes,GB,My favorite,,September 8 2021,8/9/2021,Helpful (0),0,,,5,0,0,0,0,0
Deona B.,Illinois 3 reviews 15 helpful votes,Illinois,First they are sour then they are sweet.,"After using a coupon that expired a few days from when I was testing it out before purchase I tried it again 12 hrs before purchase on the 13th. The coupon didn't work so I did a live *******@7am on the 15th to see if it can be fix and if I can get a new promo. If I'm not mistaking her name was Angelica and she gave me a hard time by having a small argument then said she will finally help me. She asked for the items and I asked her to wait as I went back to my cart on my phone in a different tab that it was located on. She decided to disconnect me within one minute making me not want to continue ordering from Nike because of the bad customer service, but instead I called in and Ashley helped me over the phone. When I told her I tried live chat but the lady disconnect after an disagreement she changed the subject instead of following through with my report or connect me with someone higher to let them know. This was the first time this happened after being a Nike customer for years. I will continue ordering but their stars have drop from 5 to 4.5, hopefully it never reach 3.",August 16 2017,16/8/2017,Helpful (15),15,,,4,0,0,0,0,0
Melissa A.,Minnesota 1 review 1 helpful vote,Minnesota,Never Ordering Again,"In July 2019 I placed an order for customer football cleats for my grandson. After placing the order the date I was given for delivery was August 27. August 27 came and went with no shoes being delivered. Checked status on line and still had a delivery date of August 27. Contacted Nike via chat was told they were missing a piece they needed to complete the shoes and they would delivery September 10. I was also told at that time that they over sold and are only allowed to make so many a day. Received an email on 9/9 stating they were finished and shipped. Tracked them and it showed a delivery date of 9/10, then showed they were delivered that same day. Went home from work - no shoes. Checked tracking again and the date was now 9/11. Still no shoes. Checked tracking again now shoes 9/13. Contacted Nike via Chat again and all I got was sorry for the delay, we can give you 15% on your next purchase. My reply - KEEP YOUR 15% I WILL NEVER PLACE ANOTHER ORDER WITH NIKE AGAIN! High school football will be over for the season by the time I get these shoes. Very disappointed!",September 13 2019,13/9/2019,Helpful (1),1,,,1,0,0,0,0,0
Gary D.,Florida 3 reviews 1 helpful vote,Florida,Durable shoes,"I've bought several pairs of Nike shoes over the last few years, and they've always lasted a long time. I enjoy them a lot!",August 11 2021,11/8/2021,Helpful (0),0,Shoes,,4,4,5,5,5,5
Eleanor L.,GB 1 review 3 helpful votes,GB,Doesn't matter how many Nikes are burned black and brown people have huge buying power,"It is unfortunate that racist supremacists are trying to bring this brand down - by the way - impossible because the brand has decided to stand on the side of truth and equality. No mind - black consumers (of which I am one) tend to have huge buying power when it comes to sports apparel. \A new report from Nielsen on the current buying power of consumers of color offers a fascinating look at how we're spending our money. In the report Black Dollars Matter: The Sales Impact of Black Consumers the message is clear: While African Americans make up just 14% of the population you will find black people and those who consider themselves allies will be purchasing more and more Nike goods. I bet if you look at their profit margins in the next half year or so you will find that they will have increased. Also there is the small issue of demographics. The world population is 7.4 billion. The demographic of those who are burning Nike goods number 8500000. Do the maths - there are more of us - than them. http://fortune.com/2018/02/28/raceahead-nielsen-report-black-buying-power/""",September 5 2018,5/9/2018,Helpful (3),3,,,5,0,0,0,0,0
Ian M.,Florida 1 review 1 helpful vote,Florida,DONT BUY FROM NIKE OR SNKRS APP!,"WON A RAFFLE FOR MENS SIZE 10 UNC DUNKS ON THE SNKRS APP. PAID 100 FOR THEM. NIKE SENT ME TODDLER SIZE 6C WHICH ARE ONLY 50 DOLLARS. CALLED NIKE TO MAKE THIS RIGHT. THEY SAY \ WERE SORRY BUT WERE OUT OF STOCK OF YOUR SIZE.\"" (WHICH I WON BY RAFFLE! ALMOST IMPOSSIBLE TO WIN) THEY PROCEED TO OFFER ME A REFUND AND TELL ME THEY'LL SEND A RETURN FOR THE TODDLER SIZE I NEVER ORDERED... DONT WASTE YOUR TIME OR MONEY ON NIKE THEY DON'T VALUE THEY'RE LOYAL CUSTOMERS PLUS NEWER NIKES HAVE SUCH A TERRIBLE QUALITY MATERIAL THEY ARE NOT ANYWHERE NEAR WORTH THE PRICE YOU ALL PAY. I WILL NEVER BUY NIKES AGAIN. EVERRRRRRRRRRRR""",July 3 2021,3/7/2021,Helpful (1),1,None I'll never buy a pair of nikes again.,DONT WASTE YOUR TIME TRYING TO ENTER RAFFLES ON SNKRS APP AND DONT WASTE A DIME OF YOUR MONEY NIKE!!!!!!!! THEY DONT CARE ABOUT THERE LOYAL CUSTOMERS,1,1,1,1,1,1
Jovancho N.,New Jersey 1 review 2 helpful votes,New Jersey,Unprofessional,"Unprofessional company, waiting time for shipping is too long. Online ordering is not the good and I don't recommend it.",August 24 2023,24/8/2023,Helpful (2),2,,,1,1,2,1,2,3
prerna g.,Singapore 1 review 2 helpful votes,Singapore,A very poor quality products,Nike sells a cheap and poor quality product under the name of big brand. In less than a pair of shoe got damage without even been used much.,January 31 2022,31/1/2022,Helpful (2),2,,,1,1,1,1,1,1
Danil Y.,RU 1 review 0 helpful votes,RU,Shorts are NOT corresponds to the picture on the site...,,December 14 2020,14/12/2020,Helpful (0),0,,,2,0,0,0,0,0
Natasha S.,Michigan 1 review 0 helpful votes,Michigan,Never again Nike.com!,"I will never order from Nike.com again! I ordered shoes for my daughter and backpacks for my boys. I received the shoes no problem. I returned the shoes because they were too small for her. I was still waiting on the backpacks when I received a notice that the bags were being sent back due to bad postal code. Called them they informed me they already received the shoes and weren't sure why I didn't receive the bags or how the postal code changed. I explained why I was so overwhelmed and stressed out from this situation because school was going to start in a week and now I have to spend my weekend driving around town to find them backpacks. They offered to comp(refund) the order and send it back out to me. I was so great full & ecstatic I wouldn't be spending my entire weekend looking for other bags. They took my address 4 times to make sure it was correct! Well I never received it! The order was sent back AGAIN for the same reason! I called back and they escalated to a supervisor. I've called several times to ask when the sup should be contacting me and to no avail. Now it's been 30 days so I call again only to get in touch with a supervisor who offered me a discount on my next purchase! There was nothing the sup could do about the comp order I never received. So for all of the time, overwhelming stress, hardship, frustration, hurt, and anger they have caused my children and I we were offered a 20% discount on our NEXT order! Yeah that's never going to happen! Like we'd place our trust in them to get it right the next time and on top of that they couldn't make things right this time! No thank you!",September 5 2019,5/9/2019,Helpful (0),0,,,1,0,0,0,0,0
Diamond D.,New Jersey 5 reviews 0 helpful votes,New Jersey,Excellent,This business is just the best they're fast and their products are great usable and always on track.,November 8 2021,8/11/2021,Helpful (0),0,"Shoes, clothes",Excellent,5,5,5,5,5,5
Tracy G.,Texas 1 review 0 helpful votes,Texas,KAPPERNICK,,September 4 2018,4/9/2018,Helpful (0),0,,,1,0,0,0,0,0
Paul R.,GB 1 review 0 helpful votes,GB,Return,Return. I have try the chat room 7 times my order number c*******371 second order c*******444 *******@outlook.com Paul Robinson I returned with the return labels I got with the 2,October 25 2022,25/10/2022,Helpful (0),0,,,1,1,1,1,1,1
Tara L.,Croatia 2 reviews 0 helpful votes,Croatia,Cool sportswear for women,Nike sportswear - women's 1/4 zip fleece is not only attarctive in tyerms of design but also very comfortable to ride a bike and do jogging. I love this site.,May 29 2021,29/5/2021,Helpful (0),0,Sportswear for women,,5,5,5,5,5,5
Antrena T.,Alabama 1 review 0 helpful votes,Alabama,Poor quality,"Ordered 9/28/23 and received 10/3/23 nike air more uptempo in a 10c, 1st day wearing them was 10/5/23 and the treading is coming apart.",October 6 2023,6/10/2023,Helpful (0),0,,,2,0,0,0,0,0
Sinan T.,New Jersey 1 review 0 helpful votes,New Jersey,Late Shipping,,July 21 2022,21/7/2022,Helpful (0),0,,,1,0,0,0,0,0
Αν Δ.,Greece 1 review 2 helpful votes,Greece,Attention,Attention - incorrect availability of products on the site. They freeze your money and it takes too many days until they become available again,August 1 2022,1/8/2022,Helpful (2),2,none,Attention - incorrect availability of products on the site. They freeze your money and it takes too many days until they become available again,1,1,0,1,1,0
Eric S.,South Africa 2 reviews 0 helpful votes,South Africa,Best brand,I have been enjoying nike products for more than 10 years and I can say its the best footwear brand of them all,October 11 2022,11/10/2022,Helpful (0),0,,,5,0,0,0,0,0
Philip U.,GB 3 reviews 7 helpful votes,GB,Replacement & Quality of Shoes,,July 20 2018,20/7/2018,Helpful (0),0,,,4,0,0,0,0,0
Elvis W.,Colorado 4 reviews 0 helpful votes,Colorado,Good Shopping Experience,Very good shopping experience! Fast delivery and good products! Their pricing is not cheap but there often offers you can take advantage of.,March 20 2021,20/3/2021,Helpful (0),0,,,5,5,4,5,5,5
Mark L.,France 10 reviews 0 helpful votes,France ,Ideal shoes,Always buy sneakers of your brand! Surely satisfied with service. Also in favor of quality. The best shoes ever! Definitely recommend Nike.,April 11 2022,11/4/2022,Helpful (0),0,,,5,5,5,5,5,5
Axel L.,Belgium 1 review 0 helpful votes,Belgium,Valuable brand,"One word - outstanding! Yes, the clothes offered are outstanding. It seems to me that this brand really works for its quality.",January 26 2022,26/1/2022,Helpful (0),0,,,5,5,5,5,5,5
Odell H.,GB 2 reviews 0 helpful votes,GB,Ok service,,July 1 2018,1/7/2018,Helpful (0),0,,,3,0,0,0,0,0
D R.,North Carolina 2 reviews 0 helpful votes,North Carolina,We Standing together,Hey y'all can cut the bull$#*! with Kyrie you want want to where the Sneaks or what $#*! around I have some Yeezy classics in game. Our people are going to stop supporting if y'all can't cut the bull$#*! leave Kyrie alone #KyrieMatters #YeMatters We stand with our people,November 4 2022,4/11/2022,Helpful (0),0,You really didn�t even have to say nothing But I guess you just had to they told you to pressure him,,1,1,1,1,1,1
nick r.,Connecticut 1 review 0 helpful votes,Connecticut,Customer Service,"I tried purchasing an item online it gave me an error code I tried three payment methods and got a error code on all three. I the called Nike they tried to place the order themselves and couldn't said it was my bank, called my bank and said they didn't see the charge going through at all so it wasn't my bank. This was oct 24, they said they would transfer the issue to a product specialist to help me. I called back the 26th to find out there was no progress and told me they made my problem urgent. They emailed me with questions regarding my payment and information the 26th. I emailed them back asap and never got a response. I called Nov 5th and at this time the item I wanted for a birthday present was now out of stock and the lady on the phone told me to find a different item and when I asked to talk to her supervisor she didn't let me. She told me I should hear back from the specialist team within an hour. Two hours passed and haven't received an email so I called back and finally got a supervisor, who told me the issue should have been resolved and to try to purchase the item. The problem was not fixed, to this day I never heard back from the product specialist team, never got my product I needed to order and they could care less, they told me to go find another shoe and purchase it somewhere else. You would think NIKE would know why there was an error code and fix it ASAP. I will never buy another one of Nike items again for this reason.",November 8 2018,8/11/2018,Helpful (0),0,,,1,0,0,0,0,0
Elin L.,Sweden 2 reviews 0 helpful votes,Sweden,Good sneakers,"I bought a pair of sneakers. They look nice, designed attractively, and the quality is good, well I think so.",September 17 2021,17/9/2021,Helpful (0),0,,,5,5,5,5,5,5
selma d.,Michigan 2 reviews 3 helpful votes,Michigan,Great Collection,There are really some cool collection available for every age with good offers. Please check their site for more information.,March 5 2021,5/3/2021,Helpful (2),2,NIKE flat front shorts with pockets,,4,4,5,4,0,4
Zachary G.,Canada 0 reviews 2 helpful votes,Canada,Review on Nike oversized female sweat shirt,"You guys need to stop putting bad reviews on Nike. I just purchased a Nike oversized female sweater for 105$ total with taxs and shipping for my girlfriend. IT CAME IN ON TIME and perfect. I was able to track my package thru FedEx I ordered it on the 15th of June and it came in the morning on June 23rd. Awesome site never lets me down, atleast I know I can always rely on Nike",June 25 2022,25/6/2022,Helpful (2),2,Nike oversized female sweat shirt,This site is awesome everything is as is . And beautiful,5,5,5,5,0,5
Sabreon D.,Massachusetts 1 review 0 helpful votes,Massachusetts,This is a great site to get new clothes and shoes for sports luxury etc.,This business is to help people have in the most comfortable and best looking clothing as possible. There are good summer and holiday sales as well.,July 12 2021,12/7/2021,Helpful (0),0,Shoes fleece and sweatpants,Become a member cause you get discounts on a lot of things like shipping and. clothing.,5,5,5,5,5,4
Wiktoria C.,GB 1 review 5 helpful votes,GB,I orderd a pair of jordans but i didnt get a confirmation...,,June 29 2014,29/6/2014,Helpful (5),5,,,1,0,0,0,0,0
Robin B.,Michigan 1 review 0 helpful votes,Michigan,Company going downhill,,June 14 2023,14/6/2023,Helpful (0),0,,,1,0,0,0,0,0
Ara L.,New Jersey 1 review 1 helpful vote,New Jersey,Favorite brand,,December 14 2019,14/12/2019,Helpful (1),1,,,4,0,0,0,0,0
Thomas R.,Colorado 1 review 0 helpful votes,Colorado,Worst online store,Do buy anything from Nike just get it from another retailer. There online is the worst they say you have a purchase then cancel it.,January 18 2022,18/1/2022,Helpful (0),0,,,1,1,1,1,1,1
Sala L.,Finland 3 reviews 2 helpful votes,Finland,Best brand of sport trainers,My favourite brand! I am using it for already five years and will not change it for any other one. Their shoes are the best!,August 31 2021,31/8/2021,Helpful (1),1,trainers,,5,5,5,5,5,5
Charlotte T.,Washington 14 reviews 9 helpful votes,Washington ,Good quality,,July 20 2020,20/7/2020,Helpful (1),1,,,4,0,0,0,0,0
Manjinder D.,Canada 1 review 0 helpful votes,Canada,Very bad behaviour with customers,They always give you wrong information over the phone. I will not shop with them anymore. They don't know how to deal with clients.,December 20 2023,20/12/2023,Helpful (0),0,,,1,1,1,1,1,1
Jermaine H.,Canada 3 reviews 22 helpful votes,Canada,Cool!,,May 24 2020,24/5/2020,Helpful (3),3,,,5,0,0,0,0,0
Felix J.,Germany 3 reviews 4 helpful votes,Germany,Perfect sport boots and other items,,September 24 2020,24/9/2020,Helpful (2),2,,,5,0,0,0,0,0
Julia A.,New York 3 reviews 11 helpful votes,New York,Nike shoes,,October 28 2018,28/10/2018,Helpful (2),2,,,5,0,0,0,0,0
Petri k.,Finland 1 review 0 helpful votes,Finland,Nice shoes,,September 7 2021,7/9/2021,Helpful (0),0,,,5,0,0,0,0,0
kgopotso N.,South Africa 1 review 0 helpful votes,South Africa,Very nice,,September 16 2018,16/9/2018,Helpful (0),0,,,4,,,,,
Shit C.,Brazil 1 review 0 helpful votes,Brazil,$#*! shoes,Nike is part of the woke $#*! hive mind $#*! Nike and all they stand for I will never buy their $#*! products ever again go woke go broke,April 8 2023,8/4/2023,Helpful (0),0,,,1,1,1,1,1,1
James E.,Italy 1 review 0 helpful votes,Italy,The shoes are nice but the service is horrible.,"Every time I buy shoes it's a disaster, the first time I bought them in-store and then returned them, but I never got the money, after waiting 2 months, contacting them 2 times, calling 3 times and going to the store 4 times I finally received my refund. Also, every time I contacted them via the website they said they could not help me and that it is a store issue, but then when I go to the store they tell me it's a company issue. The second time (Which is happening right now) I ordered them online, and it should have arrived today, but it is now night, and it has not arrived yet, I went to check on the UPS website and found out that Nike but only the city as the shipping address (I checked on the website and I put the correct address) so now I had to create a UPS account to find out I cannot change address, so I have to wait until tomorrow to contact Nike and resolve this.  In conclusions, Nike's management skill sucks, it seems like they don't know how to do anything, it's just horrible.",September 7 2023,7/9/2023,Helpful (0),0,"None, still waiting for them.",,1,1,4,1,1,0
Brenda B.,Netherlands 3 reviews 2 helpful votes,Netherlands,Air,,April 28 2017,28/4/2017,Helpful (0),0,,,5,,,,,
Cheryl S.,North Carolina 2 reviews 0 helpful votes,North Carolina,Love shopping Nike!,,January 3 2017,3/1/2017,Helpful (0),0,,,4,,,,,
Marco R.,Florida 1 review 0 helpful votes,Florida,Por services bad quality,Over all nike sucks don't buy nothing you will regret it I should give 0 stars lol I'm really really done with nike,November 20 2022,20/11/2022,Helpful (0),0,,Don't use,1,1,1,1,1,1
Dorsa S.,New York 2 reviews 0 helpful votes,New York,The best sport's products,I think Nike company is one the best company in world because Nike make very special products with high quality for all age,August 31 2021,31/8/2021,Helpful (0),0,,,5,0,0,3,3,5
Christine P.,Texas 1 review 1 helpful vote,Texas,Disgusting Shoes,"I ordered shoes all white size 8. I got size 6 green, yellow,gray and white. I returned new shoes.They mailed back old used ones. Denied my refund.",September 24 2023,24/9/2023,Helpful (1),1,Shoes,I feel this companies employees are not honest. The only explanation I can give is someone at that company took the new ones and put there old ones in the box. I can not fit a size 6. Don't order from there. Ho to the store,1,0,0,0,0,0
